,normal,uniform,binomial
2024-04-17,0.17457781283183896,0.7364020150656405,0
2024-04-18,0.25755039072276437,0.6638045276218051,0
2024-04-19,-0.07444591576616721,0.4746308757498139,0
2024-04-20,-1.9187712152990415,0.8441704489691971,0
2024-04-21,-0.026513875449216878,0.8056701529500532,0
2024-04-22,0.06023020994102644,0.5853543643967521,1
2024-04-23,2.463242112485286,0.8682712805132586,0
2024-04-24,-0.19236096478112252,0.20584121003676825,0
2024-04-25,0.30154734233361247,0.11191961939772788,0
2024-04-26,-0.03471176970524331,0.2697496115169896,0
2024-04-27,-1.168678037619532,0.05708685608931485,0
2024-04-28,1.1428228145150205,0.531169528001032,0
2024-04-29,0.7519330326867741,0.9366056922949615,1
2024-04-30,0.7910319470430469,0.03934354066850965,0
2024-05-01,-0.9093874547947389,0.1221099140100268,0
2024-05-02,1.4027943109360992,0.4521990282834353,0
2024-05-03,-1.4018510627922809,0.9338750175279049,0
2024-05-04,0.5868570938002703,0.3161561049767505,0
2024-05-05,2.1904556258099785,0.5072348086883924,0
2024-05-06,-0.9905363251306883,0.0415728590503921,0
2024-05-07,-0.5662977296027719,0.14834320096208886,0
2024-05-08,0.09965136508764122,0.9866301229588469,0
2024-05-09,-0.5034756541161992,0.9651186964360455,1
2024-05-10,-1.5506634310661327,0.004939980934409616,0
2024-05-11,0.06856297480602733,0.951811785423239,1
2024-05-12,-1.0623037137261049,0.6391199378155004,0
2024-05-13,0.4735924306351816,0.8679182945200221,1
2024-05-14,-0.9194242342338032,0.4547398556338591,0
2024-05-15,1.5499344050175394,0.5155960285792502,1
2024-05-16,-0.7832532923362371,0.4888465802569202,1
2024-05-17,-0.3220615162056756,0.6668642575461043,0
2024-05-18,0.8135172173696698,0.1396512547563129,1
2024-05-19,-1.2308643164339552,0.029973589872677953,0
2024-05-20,0.22745993460412942,0.3079299415911909,0
2024-05-21,1.307142754282428,0.7046807627366467,0
2024-05-22,-1.6074832345612275,0.20185345212294836,0
2024-05-23,0.1846338585323042,0.6734324333249173,0
2024-05-24,0.25988279424842353,0.9699120461072704,0
2024-05-25,0.7818228717773104,0.09390071578941839,0
2024-05-26,-1.236950710878082,0.6726021182251263,0
2024-05-27,-1.3204566130842763,0.44375021930457115,1
2024-05-28,0.5219415656168976,0.8681422543775054,0
2024-05-29,0.29698467323318606,0.1771497894473859,0
2024-05-30,0.25049285034587654,0.6926259522261645,0
2024-05-31,0.3464482094969757,0.8381152896481102,0
2024-06-01,-0.6800247215784908,0.9446142194740232,0
2024-06-02,0.23225369716100355,0.6832480282896458,0
2024-06-03,0.29307247329868125,0.4971747640084273,0
2024-06-04,-0.7143514180263678,0.6178472402012138,1
2024-06-05,1.8657745111447566,0.8689049844787182,0
2024-06-06,0.4738329209117875,0.5706097466388297,0
2024-06-07,-1.1913034972026486,0.03038705969683686,0
2024-06-08,0.6565536086338297,0.9309486955069778,0
2024-06-09,-0.9746816702273214,0.6895267510315611,0
2024-06-10,0.787084603742452,0.6765133857772465,0
2024-06-11,1.158595579007404,0.21567515239771717,0
2024-06-12,-0.8206823183517105,0.6588854702326572,0
2024-06-13,0.9633761292443218,0.3938644056541585,1
2024-06-14,0.4127809269364983,0.6512329770414921,1
2024-06-15,0.82206015999449,0.10659303030799072,0
2024-06-16,1.8967929826539474,0.657845304603036,0
2024-06-17,-0.2453881160028705,0.9994137257706666,0
2024-06-18,-0.7537361643574896,0.04821203886055603,0
2024-06-19,-0.8895144296255233,0.9771741842213173,0
2024-06-20,-0.8158102849654383,0.4069079607228706,0
2024-06-21,-0.0771017094141042,0.8707534503372591,0
2024-06-22,0.3411519748166439,0.7823854840582735,0
2024-06-23,0.27669079933001905,0.5670162609866678,0
2024-06-24,0.8271832490360238,0.7384492092513265,1
2024-06-25,0.01300189187790702,0.8785155613013479,1
2024-06-26,1.4535340771573169,0.404140321651033,0
2024-06-27,-0.2646568332379561,0.3270331615632387,0
2024-06-28,2.720169166589619,0.6675933855635847,1
2024-06-29,0.6256673477650062,0.8078459419412586,0
2024-06-30,-0.8571575564162826,0.7622851347766157,0
2024-07-01,-1.0708924980611123,0.7978136488586345,0
2024-07-02,0.4824724152431853,0.435583314812933,0
2024-07-03,-0.2234627853258509,0.8178342161750216,0
2024-07-04,0.714000494092092,0.12020905537060844,1
2024-07-05,0.47323762457354485,0.5444890979608495,1
2024-07-06,-0.07282891265687277,0.0057586604981215705,0
2024-07-07,-0.846793718068405,0.3245858299002703,0
2024-07-08,-1.5148472246858646,0.3664615348713979,1
2024-07-09,-0.4465149520670211,0.3961726916092554,0
2024-07-10,0.8563987943234723,0.6954672066898622,1
2024-07-11,0.21409374413020396,0.38855810127034573,0
2024-07-12,-1.245738778711988,0.44869362262253065,0
2024-07-13,0.173180925851182,0.23754413087432746,0
2024-07-14,0.3853173797288368,0.3732517916293401,0
2024-07-15,-0.883857436201133,0.22726962726315147,0
2024-07-16,0.1537251059455279,0.07319592376844364,0
2024-07-17,0.058208718445999896,0.6034485933813779,0
2024-07-18,-1.142970297830623,0.6682127985550163,0
2024-07-19,0.3577873603482833,0.6194903460096145,0
2024-07-20,0.5607845263682344,0.46349404380057235,1
2024-07-21,1.083051243175277,0.3797857801792298,1
2024-07-22,1.053802052034903,0.8633336495718252,0
2024-07-23,-1.377669367957091,0.519081785136218,1
2024-07-24,-0.9378250399151228,0.47918187762973097,0
2024-07-25,0.5150352672086598,0.025642065806435688,0
2024-07-26,0.5137859509122088,0.34124782762615635,1
2024-07-27,0.5150476863060479,0.38019561878585706,0
2024-07-28,3.852731490654721,0.3988227808969005,0
2024-07-29,0.570890510693167,0.5801723692273323,1
2024-07-30,1.135565640180599,0.5336025467268785,0
2024-07-31,0.9540017634932023,0.6079050927934446,1
2024-08-01,0.651391251305798,0.7648832615421283,1
2024-08-02,-0.3152692446403456,0.8129857387160935,0
2024-08-03,0.7589692204932674,0.7181230762264944,1
2024-08-04,-0.7728252145375718,0.9555236959549347,0
2024-08-05,-0.23681860674000887,0.01823258267636163,0
2024-08-06,-0.48536354782910346,0.1957779856835461,0
2024-08-07,0.08187413938632256,0.00756287497814212,1
2024-08-08,2.3146585666735087,0.647474714154603,0
2024-08-09,-1.867265192591748,0.8980305489499869,0
2024-08-10,0.6862601903745135,0.24348229657629927,0
2024-08-11,-1.6127158711896517,0.9270345447963066,0
2024-08-12,-0.47193186578943347,0.06026739028956085,0
2024-08-13,1.088950596967366,0.9344360268055143,0
2024-08-14,0.06428001909546277,0.3516226872396344,0
2024-08-15,-1.0777447779293061,0.10142082844921652,0
2024-08-16,-0.7153037092599682,0.48587175918632564,1
2024-08-17,0.6795977489346758,0.25677656772050794,0
2024-08-18,-0.7303666317171367,0.28487290196192283,0
2024-08-19,0.21645858958197486,0.3072899649262866,1
2024-08-20,0.045571839903813784,0.8030258978326634,0
2024-08-21,-0.6516003476058171,0.5391612766752545,1
2024-08-22,2.1439440893253257,0.31130769915600365,0
2024-08-23,0.6339190223180112,0.6103337833109184,1
2024-08-24,-2.025142586657607,0.7161506742231936,0
2024-08-25,0.18645431476942764,0.27262400073353377,0
2024-08-26,-0.661786464768388,0.4135491015253515,0
2024-08-27,0.852433334796224,0.12188609333694755,1
2024-08-28,-0.7925207384327007,0.18114934953468032,0
2024-08-29,-0.11473644146689901,0.6811178539649828,0
2024-08-30,0.5049872789804571,0.18143834769562694,0
2024-08-31,0.8657551941701215,0.5251633836670602,0
2024-09-01,-1.2002964070557762,0.7090462617224327,0
2024-09-02,-0.3345012358409484,0.10687692309474384,0
2024-09-03,-0.4749453111609562,0.5673122196289035,1
2024-09-04,-0.6533292325737119,0.25656278370136376,0
2024-09-05,1.7654542402810969,0.9629268752375798,0
2024-09-06,0.40498171096095553,0.4835456467199247,0
2024-09-07,-1.2608839543350452,0.8059925497751581,0
2024-09-08,0.9178619470547761,0.5502265421562618,0
2024-09-09,2.1221561970126332,0.043412532854819164,0
2024-09-10,1.0324652605511468,0.6331513755940223,0
2024-09-11,-1.5193699659540134,0.951403342206657,0
2024-09-12,-0.48423407286625136,0.6016118201463312,0
2024-09-13,1.2669111491866227,0.8191888594267902,1
2024-09-14,-0.7076694656187807,0.8842064633484078,1
2024-09-15,0.44381942814622843,0.22807977194893247,0
2024-09-16,0.7746340534293368,0.21204483990822665,1
2024-09-17,-0.926930471578083,0.6109809888509917,0
2024-09-18,-0.05952535606180008,0.4110284698067047,0
2024-09-19,-3.2412673400690726,0.8398613028667203,0
2024-09-20,-1.0243876413342898,0.9000231233980112,0
2024-09-21,-0.2525681513931603,0.3534213793027181,0
2024-09-22,-1.2477831819648495,0.23687055897448206,0
2024-09-23,1.6324113039316352,0.7805255152438618,0
2024-09-24,-1.4301413779606327,0.2748060355481361,0
2024-09-25,-0.44004448669698376,0.8226143185136784,0
2024-09-26,0.13074057728609134,0.42373825364876283,0
2024-09-27,1.4412732890661155,0.6675498992914705,0
2024-09-28,-1.4358621511794394,0.09553531383466818,0
2024-09-29,1.1631637521549596,0.623859324676573,1
2024-09-30,0.010233061019587049,0.4517676787372291,1
2024-10-01,-0.9815086510479509,0.5866084631754741,0
2024-10-02,0.46210347426327075,0.16801420774486342,1
2024-10-03,0.19905969557347003,0.7368737449441821,0
2024-10-04,-0.6002168771587947,0.8627970775432285,0
2024-10-05,0.06980208499001891,0.21673980009077565,0
2024-10-06,-0.3853135968617602,0.09571455552016173,0
2024-10-07,0.11351734525124804,0.023638586046336396,1
2024-10-08,0.6621306745210467,0.641971500443266,0
2024-10-09,1.586016816145352,0.6070940360887808,0
2024-10-10,-1.237815498826849,0.54669741271407,0
2024-10-11,2.1330333746562666,0.23194709611597542,0
2024-10-12,-1.9520877995225019,0.39090599590551467,1
2024-10-13,-0.15178509503558332,0.594476335186173,0
2024-10-14,0.5883172064845765,0.4967668588591694,0
2024-10-15,0.28099186773503265,0.9877855202148873,0
2024-10-16,-0.6226995198205938,0.13643975255673313,0
2024-10-17,-0.20812225035727522,0.6951445540475938,0
2024-10-18,-0.4930009346588328,0.4043187681042921,0
2024-10-19,-0.5893647569442115,0.42819961492561476,0
2024-10-20,0.8496020970210246,0.7175977656581762,0
2024-10-21,0.35701548596504734,0.6924361513243696,1
2024-10-22,-0.6929095952606542,0.9912559937021883,1
2024-10-23,0.8995998754332507,0.12839428945412523,0
2024-10-24,0.30729952087660933,0.10410964938416634,0
2024-10-25,0.8128621188389601,0.7243388171287412,0
2024-10-26,0.6296288419236122,0.5783869170064091,0
2024-10-27,-0.8289950109220723,0.27416066655980587,0
2024-10-28,-0.5601810401969696,0.0794193689889866,0
2024-10-29,0.7472936051232618,0.08565824959643054,0
2024-10-30,0.6103702654334648,0.8941908746641183,0
2024-10-31,-0.020901593964148132,0.1918673247187429,0
2024-11-01,0.117327383308782,0.32337156211552076,0
2024-11-02,1.277664895788425,0.22665640222698802,0
2024-11-03,-0.5915713888358299,0.3549963058319373,0
2024-11-04,0.5470973811700379,0.06942384274609337,0
2024-11-05,-0.20219265243389406,0.5190597909082704,0
2024-11-06,-0.2176812032272203,0.0676125635922149,0
2024-11-07,1.09877685198719,0.8003565078223616,0
2024-11-08,0.8254163489880298,0.23371208191043302,0
2024-11-09,0.8135096360006385,0.5400119146045106,0
2024-11-10,1.305478807154329,0.8800790875614583,1
2024-11-11,0.02100384163275905,0.6508773690471942,0
2024-11-12,0.6819529712949639,0.5329577865513353,0
2024-11-13,-0.31026675659345604,0.3243337531153756,0
2024-11-14,0.3241663524884421,0.33300191305819793,0
2024-11-15,-0.13014305436768459,0.6694869551981901,0
2024-11-16,0.09699596499271819,0.9941393612211675,0
2024-11-17,0.5951570254369136,0.6618391898493786,0
2024-11-18,-0.8182206832334725,0.5577834173700249,1
2024-11-19,2.0923872756854602,0.7306505102392461,0
2024-11-20,-1.006017381499702,0.46520561228371815,0
2024-11-21,-1.2141886127877322,0.060142342600785215,1
2024-11-22,1.1581108735000678,0.5622968158779098,0
2024-11-23,0.7916626939629359,0.9576252845053802,1
2024-11-24,0.6241198170521551,0.17530294235765964,0
2024-11-25,0.6283455092642799,0.6900048908206657,1
2024-11-26,-0.012246772846914623,0.20093368865905648,0
2024-11-27,-0.8972543714858315,0.5358276844730813,0
2024-11-28,0.07580455819372633,0.09667644964671962,0
2024-11-29,-0.6771617115121117,0.45037093625818514,0
2024-11-30,0.9751197334177512,0.7561633288952461,0
2024-12-01,-0.14705738150213865,0.3475715242389821,0
2024-12-02,-0.8254971967925115,0.664911724487218,0
2024-12-03,-0.32138584165299344,0.7954499607897292,0
2024-12-04,0.41293145427562433,0.9271778194794527,0
2024-12-05,-0.5637245528039747,0.23464208185545354,0
2024-12-06,-0.8222203955664315,0.39931591580930814,1
2024-12-07,0.2436872114919123,0.15241601333041743,0
2024-12-08,0.24496657110872277,0.9924835021583752,1
2024-12-09,-0.5069431753711298,0.9270009679242953,0
2024-12-10,-0.4710383056183228,0.5399571302805596,0
2024-12-11,0.2320499373576363,0.8420332943764213,0
2024-12-12,-1.4480843414973241,0.5209579772720422,0
2024-12-13,-1.4074637743765552,0.6235856880027597,0
2024-12-14,-0.718444221252436,0.08912443211601662,0
2024-12-15,-0.21344715171184725,0.7552704204968079,0
2024-12-16,0.3109075655980046,0.12771348363523483,1
2024-12-17,1.475356216949552,0.8260676302525284,0
2024-12-18,0.8576596232020194,0.7820280876703859,0
2024-12-19,-0.1599385299634271,0.7087446977429764,0
2024-12-20,-0.01901620790268883,0.036160380524762115,0
2024-12-21,-1.0025293646378088,0.3031283559453286,0
2024-12-22,-0.01851313599238993,0.26311256991084286,0
2024-12-23,-0.2886586389201383,0.3601364074715191,0
2024-12-24,0.3227185603380895,0.08764274676383854,0
2024-12-25,-0.827230943552323,0.9369578230310628,0
2024-12-26,0.5193465142411723,0.5538022407123763,1
2024-12-27,1.5327389130025777,0.30552431065802355,1
2024-12-28,-0.1087601484568576,0.3969815170742834,0
2024-12-29,0.40171172209894146,0.44720254050483565,0
2024-12-30,0.6901439917111125,0.6005943333606173,0
2024-12-31,-0.40122047188583626,0.5156794276964978,1
2025-01-01,0.22409248181041677,0.9193919732144173,0
2025-01-02,0.01259240078179486,0.49696348290583026,0
2025-01-03,0.09767609854883172,0.9921580148233127,0
2025-01-04,-0.7730097838554665,0.8514249577450957,0
2025-01-05,0.024510174258942714,0.2085105143573358,0
2025-01-06,0.49799829124544975,0.9305952146439163,0
2025-01-07,1.4511436077950417,0.11636639788547609,0
2025-01-08,0.9592708260852069,0.8174497084911916,0
2025-01-09,2.1531824575115563,0.3806232934765801,0
2025-01-10,-0.7673475628880495,0.8779743204450695,0
2025-01-11,0.8723206367206782,0.8680566901074503,0
2025-01-12,0.18334200573835174,0.8059254001176211,0
2025-01-13,2.1898029332176723,0.7900304363070614,1
2025-01-14,-0.8082982853551515,0.3046791390980408,0
2025-01-15,-0.8397218421807761,0.08091928305125218,0
2025-01-16,-0.5993926454440222,0.40298017876516146,0
2025-01-17,-2.123895724309807,0.17352451498650867,0
2025-01-18,-0.525755021680761,0.6949510889024617,0
2025-01-19,-0.759132661553698,0.34609972653778553,0
2025-01-20,0.15039378647620763,0.9756102008599149,1
2025-01-21,0.34175597577715944,0.640972077345332,0
2025-01-22,1.8761708392158862,0.822480563634361,0
2025-01-23,0.9504238381860503,0.13252467274184843,0
2025-01-24,-0.5769036556624031,0.8620144822726226,0
2025-01-25,-0.898414671348358,0.9227571905133943,0
2025-01-26,0.4919191715065057,0.4870619188189359,0
2025-01-27,-1.3202332070206422,0.6062529377509774,0
2025-01-28,1.8314587658543537,0.7648098009029954,0
2025-01-29,1.179440120721287,0.17483862726041255,0
2025-01-30,-0.4691756521047048,0.5025660764634424,0
2025-01-31,-1.7131345290908775,0.3986630277723131,0
2025-02-01,1.3538723741654128,0.1463739921622491,0
2025-02-02,-0.11453984525261789,0.36753442229153144,1
2025-02-03,1.2378163119734618,0.06817230938549357,0
2025-02-04,-1.594427658794367,0.025811906949486985,0
2025-02-05,-0.5993750229537729,0.13516628915482276,0
2025-02-06,0.005243699718183166,0.9631151115891738,0
2025-02-07,0.046980593764742055,0.549529535895017,0
2025-02-08,-0.45006547147924364,0.96582216115322,0
2025-02-09,0.6228499323474987,0.432497878330132,1
2025-02-10,-1.0676204293825944,0.3118161330852596,0
2025-02-11,-0.1423794850212935,0.5061418628402441,0
2025-02-12,0.12029563171189886,0.4395116886329101,0
2025-02-13,0.514438834058749,0.10566468426174391,1
2025-02-14,0.7116148780888898,0.6408263146902062,0
2025-02-15,-1.1246420918378692,0.2160381825095996,0
2025-02-16,-1.5341141707356223,0.6195879548978296,0
2025-02-17,1.277676821898509,0.6502010923981534,0
2025-02-18,0.33231401197959165,0.1520248531286481,0
2025-02-19,-0.7484865365565536,0.06134962711066816,0
2025-02-20,1.551151975522523,0.7807615860684398,0
2025-02-21,0.11567463429285867,0.4598004237693202,0
2025-02-22,1.1792971840638264,0.05816379550547579,0
2025-02-23,0.06751848141010895,0.9948663171697671,0
2025-02-24,2.060747924881987,0.05778056099636664,0
2025-02-25,1.7553408424432044,0.6950352288585532,1
2025-02-26,-0.2489641484790735,0.9836789252634136,1
2025-02-27,0.9715709509543554,0.23918010421592562,0
2025-02-28,0.6453759495851475,0.14224936868719618,1
2025-03-01,1.3686315575323487,0.1213849394224289,0
2025-03-02,-0.9649234605801045,0.30327514756759555,0
2025-03-03,0.6860514599984393,0.10104581101064669,0
2025-03-04,1.0584244868495878,0.6921613416941319,0
2025-03-05,-1.7587394864231143,0.06229179813006269,0
2025-03-06,-1.183258512665775,0.5094221281497897,0
2025-03-07,-2.0392321777601006,0.9966968538529768,0
2025-03-08,-0.26940683444455776,0.8139702695060188,0
2025-03-09,0.7175422557959623,0.6152194382310109,0
2025-03-10,1.502357052096028,0.30625362078661167,0
2025-03-11,0.07409478041977519,0.6238958362916385,0
2025-03-12,1.6286155455712918,0.5270414639116516,0
2025-03-13,-1.3801014582148914,0.4260833838903715,1
2025-03-14,-1.7033824393551547,0.13071037674019947,1
2025-03-15,-0.05554769889661878,0.8866042152404667,0
2025-03-16,0.3840654489393073,0.4497846488213225,1
2025-03-17,-0.03269474809409311,0.19462251182076507,0
2025-03-18,-2.0674421000398766,0.3677593508772896,1
2025-03-19,-0.08912003951278841,0.41412975252892703,0
2025-03-20,-1.3044695005048532,0.8275378955668743,0
2025-03-21,0.6696725488300385,0.733614380561402,0
2025-03-22,0.36659824609684827,0.7693048936413398,0
2025-03-23,-0.9398797863273552,0.011031264428647214,0
2025-03-24,-0.5138669173366935,0.4161539981797615,0
2025-03-25,-1.0592135218889516,0.4813441516353236,0
2025-03-26,-0.06267909727317188,0.019192276823056686,0
2025-03-27,0.9551423205012383,0.2598132087450342,0
2025-03-28,-0.9857260463355437,0.760289823122135,1
2025-03-29,0.5040465155178444,0.13710970572899905,0
2025-03-30,-0.5302576183724408,0.5353101314525917,0
2025-03-31,-0.7928728322623442,0.2152018720172375,0
2025-04-01,-0.10703035995455783,0.012120774643893273,0
2025-04-02,-1.035242322419374,0.24120145759954148,0
2025-04-03,-0.553649305347182,0.9758737549100538,1
2025-04-04,-1.1978778925888485,0.8015371118829896,0
2025-04-05,1.9647251329163893,0.9595766443210334,0
2025-04-06,0.03526355197172861,0.48785404392636245,1
2025-04-07,-0.6997255079925856,0.1097361986775035,0
2025-04-08,0.213979910734222,0.547959488973693,0
2025-04-09,-0.11232804969082982,0.4543773345599609,0
2025-04-10,-0.22096959953322298,0.844357082739616,0
2025-04-11,0.6141667000434252,0.09808258078424459,0
2025-04-12,0.7575077100473051,0.4882411370217782,0
2025-04-13,-0.5305011476105275,0.15004866469398426,0
2025-04-14,-0.57581824064468,0.32467592689006,1
2025-04-15,-0.275051697151644,0.7373570773877997,0
2025-04-16,-2.301921164735585,0.47601812936876653,0
2025-04-17,-1.5151910621985523,0.37588828514576933,0
2025-04-18,1.3668742674445247,0.3944762785700353,0
2025-04-19,1.6449677135012837,0.45944676840598664,0
2025-04-20,-0.24903603955637832,0.7850165438370569,0
2025-04-21,0.5765569630557664,0.8920846889402344,1
2025-04-22,0.3112501545435361,0.9553346865039283,0
2025-04-23,3.0788808084552377,0.7869033862552951,0
2025-04-24,1.1195749114345768,0.31540689574801273,0
2025-04-25,-0.12791759148076653,0.6881347060865421,0
2025-04-26,-0.9555404406004258,0.4376031240553919,0
2025-04-27,-1.6064463202575725,0.2546706220460512,0
2025-04-28,0.2034636358672231,0.8408715794259226,0
2025-04-29,-0.7563507452843033,0.038426348962324997,0
2025-04-30,-1.4222537095976742,0.9017619921354235,1
2025-05-01,-0.6465728842425266,0.46147746462473416,1
2025-05-02,-1.081548003614395,0.6372014768082804,0
2025-05-03,1.6871416350725648,0.6593539222057827,1
2025-05-04,0.8816397569494505,0.8951177407065364,0
2025-05-05,-0.007972641316617372,0.6366696821672073,1
2025-05-06,1.4799441388900259,0.6139335847600618,0
2025-05-07,0.0773683076476183,0.06665204056068996,1
2025-05-08,-0.8612842013282637,0.5184080219452041,1
2025-05-09,1.5231240772696573,0.15016900081704165,0
2025-05-10,0.5389100436846587,0.7374337687214856,1
2025-05-11,-1.0372461543264564,0.5122219208126745,0
2025-05-12,-0.1903386780836082,0.6802277792083533,0
2025-05-13,-0.8756182533847572,0.041672900602384266,0
2025-05-14,-1.382799730964336,0.08479201604580322,0
2025-05-15,0.9261775475316414,0.7163233880626823,0
2025-05-16,1.9094166404701305,0.07208433599867337,0
2025-05-17,-1.3985675738191412,0.0712567277652586,1
2025-05-18,0.5629692366905709,0.01210847523488745,0
2025-05-19,-0.6506425691218269,0.9565013982994801,0
2025-05-20,-0.48712538376469605,0.737508359459007,1
2025-05-21,-0.5923939242388692,0.35325140850206416,1
2025-05-22,-0.863990769679816,0.2965355812876552,1
2025-05-23,0.04852162794482699,0.34970322974584955,0
2025-05-24,-0.8309501164110378,0.7746535311811819,1
2025-05-25,0.2704568257798388,0.6613706110704144,0
